dia_semana,festivo,hora_sin,hora_cos,semana_sin,semana_cos,linea_LÍNEA 1,linea_LÍNEA 2,linea_LÍNEA A,linea_LÍNEA B,linea_LÍNEA H,linea_LÍNEA J,linea_LÍNEA K,linea_LÍNEA L,linea_LÍNEA M,linea_LÍNEA O,linea_LÍNEA P,linea_LÍNEA T-A,lag_1,lag_1_missing,promedio_dia_anterior,misma_hora_semana_anterior
-1.0102024208119593,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.03044537726616079,0,-0.2666338604226252,-0.07897906652020283
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.020198435300689124,0,-0.2666338604226252,-0.08385966421272964
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.040692319231632454,0,-0.2666338604226252,-0.03962924762420537
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05538544355353257,0,-0.2666338604226252,-0.0010928616769623881
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06989349009870534,0,-0.2666338604226252,0.11634652029946412
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2540340808643595,0,-0.2666338604226252,0.23063384959946703
-1.0102024208119593,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.41808660718285146,0,-0.2666338604226252,0.1021114436962609
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18311712607362,0,-0.2666338604226252,-0.08548653011023857
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.022633352203375458,0,-0.2666338604226252,-0.1713037062038351
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15351013572276606,0,-0.2666338604226252,-0.20353598679823093
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.20291865787310964,0,-0.2666338604226252,-0.27796510160926485
-1.0102024208119593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2931120381434493,0,-0.2666338604226252,-0.4110630678492149
-0.5000162988918255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4178000745351788,1,0.044602283766453144,-0.22366845227990403
-0.5000162988918255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1714676478800778,0,0.044602283766453144,0.07364129048985447
-0.5000162988918255,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20919102790655283,0,0.044602283766453144,0.27435587059501976
-0.5000162988918255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4307684660510095,0,0.044602283766453144,0.21406015326859473
-0.5000162988918255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3525467605522109,0,0.044602283766453144,0.02168326088816275
-0.5000162988918255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10053286112417507,0,0.044602283766453144,-0.01461618445000544
-0.5000162988918255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.027891173527366024,0,0.044602283766453144,-0.04908540565347608
